ra,dec,mag,proper
8.003264,73.917919,5.37,
8.005547,-63.567456,4.81,
8.013141,17.308703,5.6,
8.013875,-54.151275,5.87,
8.01552,25.392836,5.87,
8.020371,-1.392608,4.69,
8.020525,4.879824,5.65,
8.022434,59.047398,5.78,
8.02508,16.455309,5.99,
8.027091,-37.28372,5.9,
8.03776,2.334571,4.39,
8.045774,-41.309828,5.52,
8.051156,-32.463548,5.83,
8.058634,27.794332,4.94,
8.059737,-40.003148,2.21,Naos
8.071164,-32.674829,5.25,
8.078445,-50.590396,5.96,
8.079768,79.479612,5.39,
8.084363,-53.107921,5.52,
8.08458,13.118215,5.14,
8.10511,22.63549,5.96,
8.111206,-45.266015,5.04,
8.121678,-20.554342,5.33,
8.125737,-24.304324,2.83,Tureis
8.129404,21.581816,5.3,
8.132173,-68.617062,4.35,
8.140963,51.50667,4.78,
8.143236,-2.983786,4.36,
8.150213,-61.302429,4.74,
8.150455,-19.245014,4.4,
8.152641,-48.684413,5.66,
8.157926,-16.248922,5.66,
8.158876,-47.336588,1.75,
8.159342,-56.085384,5.66,
8.159977,-44.122773,5.2,
8.161988,-47.937193,5.23,
8.167719,58.248242,5.91,
8.174218,25.507334,5.73,
8.177731,-13.799207,5.53,
8.186332,-48.461994,5.83,
8.187863,-12.926999,4.72,
8.189304,-39.618545,4.44,
8.190526,-42.987278,4.73,
8.192501,-7.772539,5.36,
8.199991,-46.644351,5.77,
8.203535,17.647771,4.67,Tegmine
8.213552,68.474072,5.34,
8.21913,29.656536,5.62,
8.222213,-15.788221,4.99,
8.224866,-35.899518,4.78,
8.226178,-50.196072,5.52,
8.22671,-46.991628,5.14,
8.230607,56.452246,5.88,
8.232865,-36.322281,5.09,
8.234143,-40.34789,4.42,
8.237017,-35.490019,5.77,
8.239965,-45.834522,5.86,
8.254427,-62.915643,5.16,
8.275256,9.185545,3.53,Tarf
8.297338,59.571133,5.63,
8.304832,-35.451703,5.59,
8.305219,-65.613192,5.06,
8.306651,-12.632173,5.95,
8.308703,-76.919722,4.05,
8.309258,-36.659288,4.44,
8.321437,62.507159,5.73,
8.32562,75.756907,5.55,
8.330274,-71.514906,5.33,
8.333486,-71.505377,5.63,
8.334406,27.217707,5.13,
8.339158,20.747721,5.8,
8.340564,57.743278,5.89,
8.34226,24.022314,5.92,Piautos
8.344115,-77.484477,4.34,
8.353361,-57.97322,5.96,
8.355846,-36.484177,5.18,
8.355895,-20.079058,5.58,
8.356397,-33.054366,4.83,
8.365169,-17.586334,5.71,
8.367918,-73.399985,5.28,
8.375236,-59.509483,1.86,Avior
8.375471,-48.490381,4.79,
8.380538,-26.34822,5.88,
8.380588,43.188131,4.25,Alsciaukat
8.381693,-7.54312,5.92,
8.381991,-52.12373,5.89,
8.3894,18.3322,5.94,
8.396809,53.219712,5.52,
8.405637,-80.914202,5.67,
8.409726,-3.75124,5.61,
8.415328,-23.153745,5.67,
8.415891,-42.769834,5.97,
8.417706,-24.046212,5.32,
8.42537,-51.727415,5.18,
8.426538,2.102209,5.74,
8.427676,-3.906424,3.91,
8.428951,-66.13689,3.77,
8.431002,-64.600618,5.95,
8.431087,-42.153072,5.45,
8.43188,7.564506,5.13,
8.432108,-14.929661,5.96,
8.440891,-3.987479,5.6,
8.44103,27.893583,5.58,
8.444987,-12.534602,5.52,
8.445539,12.654612,5.56,
8.45466,-70.093482,5.51,
8.46017,-53.08848,5.08,
8.466506,-35.113761,5.75,
8.477039,14.210822,5.94,
8.484654,-47.928923,5.33,
8.485436,-44.160413,5.82,
8.490968,-44.724812,5.03,
8.496011,-46.331693,5.98,
8.496182,67.297441,5.89,
8.504431,60.718169,3.35,Muscida
8.507948,-32.159285,5.61,
8.525145,24.081105,5.71,
8.525257,-19.577462,5.42,
8.526592,18.09442,5.33,
8.534712,-53.21192,5.68,
8.545139,20.441162,5.33,
8.54861,38.016368,5.88,
8.560676,-38.848815,5.92,
8.562077,4.757,5.89,
8.567116,-2.151555,5.8,
8.576711,65.14517,5.47,
8.578778,-49.944203,5.01,
8.578858,36.419619,5.76,
8.587658,-58.224735,5.27,
8.5888,-58.009228,4.84,
8.591166,-7.982292,5.72,
8.591307,-26.843487,5.95,
8.597493,6.62022,5.91,
8.597787,-50.969651,5.79,
8.61827,9.65558,5.92,
8.6219,-62.853465,5.45,
8.627399,-42.989081,4.11,
8.627602,5.703782,4.14,
8.631154,-26.255,5.24,
8.638607,32.802021,5.96,
8.639504,53.401539,5.66,
8.645955,3.341435,4.45,Minchir
8.651428,-70.386745,5.19,
8.652198,-22.661875,5.05,
8.653257,65.020907,5.63,
8.654898,52.711623,5.91,
8.656626,-53.439767,5.45,
8.661799,-29.561084,4.86,
8.666002,-53.054729,5.18,
8.667076,-12.475372,4.98,
8.668373,-35.308352,3.97,
8.67024,64.327936,4.59,
8.671521,-53.015398,5.56,
8.671554,-52.921887,3.6,
8.671996,-40.263875,5.2,
8.676461,-45.191103,5.67,
8.676953,-59.761003,4.31,
8.677103,-46.648744,3.77,
8.683629,45.83401,5.35,
8.684812,-48.92268,5.9,
8.686982,-47.317125,4.74,
8.688773,-78.963359,5.46,
8.695371,-15.943384,4.87,
8.699142,-45.410714,5.2,
8.704498,-48.09909,5.48,
8.705278,-53.100056,5.49,
8.707054,-53.113984,4.83,
8.720091,12.680876,5.62,
8.72041,3.398662,4.3,
8.721431,21.468501,4.66,Asellus Borealis
8.726539,-33.186385,3.68,
8.727854,-49.822802,5.15,
8.727882,-7.23373,4.63,
8.739987,-42.649276,4.05,
8.74475,18.154309,3.94,Asellus Australis
8.745059,-54.708821,1.93,Alsephina
8.745844,10.08167,5.63,
8.747758,-37.147249,5.74,
8.765339,-79.504373,5.79,
8.767124,-46.041527,3.87,
8.767354,-2.048655,5.7,
8.772927,-13.54772,4.32,
8.775152,-45.912504,5.43,
8.778284,28.759898,4.03,
8.778487,-56.769776,4.5,
8.779587,6.418809,3.38,Ashlesha
8.782227,12.109952,5.89,
8.787496,-1.897033,5.28,
8.788568,-46.155415,5.71,
8.807214,5.837812,4.35,
8.822702,-3.443023,5.3,
8.827545,-40.320158,5.47,
8.8299,-45.307875,4.94,
8.830972,-32.780525,5.19,
8.833953,-29.462997,5.86,
8.842204,-27.709844,4.02,
8.842628,-46.529187,5.09,
8.842982,-66.792981,5.34,
8.859559,-7.177226,5.55,
8.860145,-57.633577,5.59,
8.865787,43.726603,5.15,
8.869453,42.002735,5.98,
8.869936,45.312819,5.96,
8.876284,32.474157,5.67,
8.876625,28.330819,5.96,Copernicus
8.877391,-48.359097,5.92,
8.880005,-38.724086,5.79,
8.889601,61.962268,5.72,
8.896851,-60.353909,5.78,
8.897388,-47.520778,5.31,
8.904091,30.579115,5.4,
8.917457,-60.644609,3.84,
8.919936,-54.965768,5.7,
8.920119,-18.241189,5.75,
8.92323,5.945563,3.11,
8.925434,-27.681871,4.87,
8.927689,27.927481,5.23,
8.932097,11.626023,5.44,
8.938686,-52.723475,4.68,
8.941814,40.201474,5.9,
8.942813,-16.708748,5.95,
8.943741,64.603831,5.57,
8.944949,-85.663152,5.43,
8.947218,45.631646,5.72,
8.949056,32.91043,5.44,
8.949562,-59.229338,4.93,
8.954152,15.322762,5.22,
8.959777,15.581281,5.68,
8.965434,-48.57291,5.88,
8.974784,11.857701,4.26,Acubens
8.978869,-16.132727,5.8,
8.981216,-47.234688,5.17,
8.986828,48.041826,3.12,Talitha
8.990078,-59.083712,5.17,
8.992405,32.418559,5.23,
9.001505,-41.253605,4.45,
9.010685,41.782911,3.96,
9.012707,-60.963828,5.8,
9.019027,-68.683916,5.89,
9.022462,-41.864254,5.56,
9.023369,32.252296,5.89,
9.029046,-52.188685,5.23,
9.032774,-0.482673,5.64,
9.040777,-66.396076,4.0,
9.04242,67.629619,4.74,
9.045629,24.452915,5.45,
9.045783,7.298267,5.85,
9.060427,47.156525,3.57,Alkaphrah
9.066778,54.283887,5.74,
9.069248,-47.097737,3.75,
9.085785,-72.602705,4.47,
9.090028,48.530314,5.48,
9.093994,-70.538497,4.66,
9.099546,5.092316,4.99,
9.108825,38.452215,4.56,
9.129115,10.668191,5.23,
9.133268,-43.432589,2.23,Suhail
9.133348,29.654235,5.42,
9.134133,-25.858536,4.62,
9.139867,66.873235,5.15,
9.14505,-8.589524,5.6,
9.146483,26.629112,5.95,
9.147526,33.882217,5.95,
9.147863,51.604648,4.46,
9.15117,-18.328548,5.73,
9.153198,-12.357706,5.76,
9.155982,22.045446,5.16,Nahn
9.15988,-8.787648,5.47,
9.16567,-30.365401,5.59,
9.173204,67.134018,4.8,
9.181941,63.513633,4.67,
9.182804,-58.966896,3.43,
9.184556,-44.867902,4.99,
9.187985,-62.316977,3.96,
9.192607,-46.583911,5.78,
9.19965,-19.747628,5.72,
9.20848,-43.613262,5.56,
9.215452,-59.413928,5.54,
9.220041,-69.717208,1.67,Miaplacidus
9.226239,-47.338407,5.92,
9.230059,43.217825,5.3,
9.235615,-44.145822,5.85,
9.238335,-55.569629,5.26,
9.239041,61.423318,5.18,
9.239405,2.31428,3.89,
9.240136,-43.227493,5.24,
9.249213,-37.602396,5.85,
9.253848,14.941507,5.36,
9.253963,34.633516,5.98,
9.2602,-38.569942,4.92,
9.262522,-37.413144,4.63,
9.263832,56.741406,5.28,
9.264639,72.946326,5.93,
9.269808,54.021857,4.8,
9.270024,-57.541473,4.34,
9.273066,-44.265735,5.12,
9.278158,-8.744759,5.49,
9.27826,-6.353144,5.24,
9.282523,-39.401539,5.31,
9.284838,-59.275229,2.21,Aspidiske
9.285478,-14.574069,5.83,
9.288149,-68.689642,5.38,
9.290334,-74.894313,5.28,
9.291005,-74.734591,5.86,
9.291993,46.817228,5.96,
9.301633,-51.050859,5.26,
9.307199,35.36408,5.94,
9.311766,-51.560651,5.83,
9.314069,36.802597,3.82,
9.32587,-15.834663,5.79,
9.329551,-11.974853,4.77,
9.341394,-9.555695,4.8,
9.349117,-62.404632,4.79,
9.350925,34.392562,3.14,
9.35822,-25.965439,4.71,
9.362026,56.699219,5.79,
9.363909,-55.514686,5.61,
9.36416,-42.19486,5.56,
9.368562,-55.010668,2.47,Markeb
9.373331,-46.047445,5.74,
9.386739,-28.833873,4.71,
9.401526,-61.648902,5.99,
9.40268,-80.786876,5.34,
9.410906,26.182324,4.47,
9.423343,-5.117394,5.6,
9.424253,-61.950476,5.77,
9.438324,-53.378909,5.09,
9.451788,-71.601895,5.46,
9.45511,-22.343783,4.72,
9.45979,-8.658603,1.99,Alphard
9.462995,-6.071187,5.38,
9.474278,9.056778,5.4,
9.474771,8.188298,5.72,
9.47516,-66.701877,5.9,
9.477775,45.601483,5.4,Intercrus
9.479763,-62.273134,5.91,
9.485805,-2.768964,4.59,
9.486845,-20.749127,5.66,
9.487423,-35.951335,4.51,
9.498474,-26.589616,5.49,
9.501421,-51.517164,5.45,
9.506246,-15.577352,5.86,
9.50651,-58.361839,5.88,
9.511674,-40.466769,3.6,
9.512006,33.655711,5.87,
9.512804,-31.889222,5.75,
9.520371,-57.034377,3.16,
9.525453,63.061861,3.65,
9.525601,-31.871831,5.91,
9.525671,35.103273,5.39,
9.52584,-35.71475,5.86,
9.526752,-73.080913,5.46,
9.528675,22.967971,4.32,Alterf
9.532428,11.299827,4.99,
9.53266,9.715767,5.07,
9.533036,-1.184664,4.54,
9.538688,-40.649335,5.35,
9.539003,-19.400303,5.74,
9.547715,51.6773,3.17,
9.548826,-13.516804,5.95,
9.553461,-21.115722,5.02,
9.557237,-22.863883,5.92,
9.562374,-49.005072,5.12,
9.564857,-80.941258,5.07,
9.56911,-51.255266,5.01,
9.570384,36.397558,4.54,
9.574071,-59.229753,4.08,
9.574703,69.830343,4.54,
9.575736,-5.914948,5.56,
9.580405,52.051477,4.47,
9.581508,72.205679,5.77,
9.584399,39.621493,4.81,
9.594334,35.810133,5.4,
9.611903,31.161734,5.57,
9.613772,-49.355026,4.34,
9.616725,-25.296759,5.68,
9.617384,16.437952,5.73,
9.618151,81.326382,4.28,
9.619413,-32.178646,5.62,
9.620184,-53.668508,5.44,
9.620185,6.835802,5.0,
9.624557,-36.095994,5.96,
9.633736,-43.190944,5.51,
9.639383,40.239793,5.28,
9.640913,4.649293,4.68,
9.655839,-61.32806,4.51,
9.65775,67.27223,5.96,
9.664267,-1.14281,3.9,Ukdah
9.671768,-14.332292,5.07,
9.678494,-57.983553,5.3,
9.68393,-57.259542,5.8,
9.685843,9.892308,3.52,Subra
9.688058,-23.591514,4.76,
9.693087,31.277817,5.9,
9.696648,-55.213762,5.99,
9.700098,39.757851,5.61,
9.704011,-23.915569,4.93,
9.704137,69.237537,5.72,
9.715895,72.252618,5.15,
9.725906,29.974473,5.64,
9.728406,-53.891282,5.56,
9.728862,14.021692,5.36,
9.736694,-27.769471,4.78,
9.754117,-62.507903,3.69,
9.764188,23.774255,2.97,Ras Elased Australis
9.769457,6.708556,5.8,
9.772352,-76.77612,5.43,
9.773147,11.810043,5.67,
9.773225,1.785586,5.65,
9.775104,-44.75506,5.58,
9.775462,57.12807,5.09,
9.785036,-65.072007,2.92,
9.80981,46.021008,5.08,
9.824471,-37.186765,5.95,
9.832541,-45.732736,5.09,
9.844985,-46.933923,5.72,
9.848775,-62.745116,5.56,
9.849867,59.038735,3.78,
9.853347,-59.425774,5.79,
9.855481,-46.193871,5.62,
9.85797,-14.846603,4.11,Zhang
9.861298,-46.54762,4.58,
9.864732,24.395369,5.29,
9.868433,54.064332,4.55,
9.875121,-8.10503,5.07,
9.879398,26.006951,3.88,Rasalas
9.895257,5.958573,5.9,
9.897251,-51.146713,5.95,
9.903425,-25.932345,4.87,
9.904905,-45.283516,5.72,
9.914234,-50.243959,5.71,
9.914503,-19.00936,4.94,Felis
9.928612,49.819843,5.27,
9.940549,8.933157,5.85,
9.943192,-33.418496,5.83,
9.947708,-54.56779,3.52,
9.953776,57.418196,5.97,
9.96141,41.055633,5.11,
9.970382,12.4448,5.26,
9.973019,72.879509,5.86,
9.981191,-35.890973,5.23,
9.993395,29.645233,5.75,
9.997695,56.811807,5.5,
10.003557,8.044223,4.68,
10.012191,-82.21467,5.53,
10.016864,31.923672,5.37,
10.033361,-60.42089,5.93,
10.046931,21.949258,5.68,
10.072486,-24.285534,5.7,
10.076759,53.891716,5.71,
10.085408,-13.064626,4.6,
10.103115,-47.369995,5.06,
10.119305,-17.141733,5.59,
10.122209,16.762664,3.48,
10.123821,35.244693,4.49,
10.131742,9.997508,4.39,
10.1323,-0.371637,4.48,
10.139532,11.967207,1.36,Regulus
10.145223,-65.815438,5.26,
10.148957,-51.811261,4.85,
10.158386,-68.682779,5.8,
10.168302,-12.815923,5.3,
10.168761,-8.40817,5.91,
10.176467,-12.354083,3.61,
10.177142,-41.715247,5.98,
10.182184,-8.418462,5.64,
10.186884,37.4019,5.86,
10.19624,-58.060544,5.7,
10.213435,4.61468,5.77,
10.223016,-51.232971,5.27,
10.224448,-51.755788,5.78,
10.225184,-66.372811,5.15,
10.228961,-70.037903,3.29,
10.229427,-40.346056,5.91,
10.245607,-42.121942,3.85,
10.258767,-43.112369,5.59,
10.270677,29.310501,5.49,
10.275639,23.503095,5.95,
10.277983,13.728334,5.42,
10.278171,23.417311,3.43,Adhafera
10.278268,25.370705,5.84,
10.28472,-61.332304,3.39,
10.284952,42.914365,3.45,Tania Borealis
10.287378,23.10622,5.81,
10.293834,-8.068914,5.25,
10.300583,65.108351,5.74,
10.302109,-28.992,5.52,
10.307847,-41.66849,5.97,
10.310561,-56.110393,5.8,
10.318083,-64.676258,5.66,
10.326877,-55.029305,4.59,
10.328938,19.470914,4.78,
10.332873,19.841489,2.01,Algieba
10.337977,-47.69909,5.66,
10.348557,-56.04322,4.5,
10.350943,68.747651,5.88,
10.369607,41.22953,5.73,
10.372108,-41.64996,4.82,
10.372155,41.499516,3.06,Tania Australis
10.382824,-66.901498,4.97,
10.385091,33.908145,5.89,
10.390688,-4.074035,5.93,
10.391478,-38.009839,5.34,
10.402182,65.566423,4.94,
10.40239,33.718531,5.52,
10.406592,-74.031612,3.99,
10.416516,-58.576303,5.93,
10.420887,8.784845,5.61,
10.428964,-7.059829,5.6,
10.431895,33.79612,4.72,
10.434842,-16.83629,3.83,
10.446924,-54.877302,5.58,
10.45253,-31.067779,4.28,
10.456798,-57.638805,4.65,
10.464649,-58.739403,3.81,
10.464727,36.707212,4.2,
10.481274,-64.172278,5.27,
10.491306,-2.739078,5.19,
10.491383,-29.663832,5.58,
10.493161,-30.607065,5.57,
10.495037,84.252009,5.52,
10.501792,38.925132,5.79,
10.504855,-0.637026,5.08,
10.505581,-71.992793,4.72,
10.510461,55.980536,4.82,
10.516622,-13.58847,5.59,
10.517242,-73.22149,4.94,
10.518048,82.558587,5.25,
10.522775,-53.715484,4.89,
10.530937,32.379554,5.9,
10.532622,-45.06671,5.76,
10.533743,-61.685332,3.3,
10.536604,14.13727,5.43,
10.54267,-44.618508,5.91,
10.546615,-58.666745,5.98,
10.546853,9.306586,3.84,
10.54913,-47.003353,5.02,
10.553865,40.42556,4.72,
10.558587,34.988695,5.57,
10.566912,-23.745165,5.08,
10.580004,6.953749,5.07,
10.583933,8.650425,5.67,
10.584878,75.712948,4.86,
10.586017,57.082637,5.16,
10.586905,-39.562589,5.5,
10.591166,-78.607786,4.11,
10.59314,-57.557636,4.45,
10.605706,-59.564392,5.08,
10.608994,-12.230121,5.71,
10.620481,-27.412634,4.87,
10.621717,-48.22562,3.84,
10.624187,-58.733339,5.47,
10.625909,-13.384543,4.89,
10.63407,-57.256309,5.89,
10.643043,-16.876572,4.91,
10.645337,31.976237,4.68,
10.645834,-59.182997,4.69,
10.649906,-58.816854,5.96,
10.651581,53.6683,5.55,
10.65213,37.91,5.84,
10.655112,-55.603268,4.29,
10.669848,-65.100209,5.51,
10.696747,68.443499,5.74,
10.697657,-79.783288,5.97,
10.69908,65.71628,5.12,
10.703926,-64.466426,4.76,
10.711269,-59.215759,5.36,
10.711997,-32.715673,5.63,
10.715949,-64.39445,2.74,
10.717191,26.325577,5.51,
10.717789,69.076214,5.01,
10.722478,4.747669,5.77,
10.7236,23.188404,5.08,
10.725639,-60.566619,4.58,
10.725822,46.203877,5.18,
10.728702,57.199203,5.79,
10.73089,-64.249042,5.74,
10.735258,-63.961072,4.8,
10.751118,67.411384,5.95,
10.754546,-80.469597,5.46,
10.763087,-80.540188,4.45,
10.764416,30.682313,5.36,
10.771269,-64.514559,5.33,
10.773484,18.891523,5.5,
10.773689,14.194645,5.49,
10.774889,-64.263242,5.23,
10.779488,-49.420255,2.69,
10.780898,-64.383474,4.87,
10.781127,-17.296874,5.44,
10.782634,-56.757192,5.14,
10.801503,-59.919163,5.98,
10.803921,-31.68785,5.87,
10.811266,-1.958896,5.92,
10.820953,10.545202,5.32,
10.823457,-59.323793,5.85,
10.827079,-16.193648,3.11,
10.828747,-9.852695,5.85,
10.832506,-34.058183,5.61,
10.838349,-8.897763,5.8,
10.851502,-3.092667,5.95,
10.853067,56.58225,5.66,
10.856594,59.320119,5.57,
10.875236,-57.240405,5.26,
10.888526,34.214871,3.79,Praecipua
10.891536,-20.138731,5.23,
10.891559,-58.853171,3.78,
10.891986,69.853881,5.91,
10.892911,54.585128,5.12,
10.895031,-70.720337,5.99,
10.895476,-2.129205,5.45,
10.899648,43.189956,4.66,
10.904938,-13.758036,5.65,
10.908222,-61.826622,5.95,
10.916163,34.034798,5.73,
10.921456,-60.517003,5.93,
10.92689,24.749718,4.3,
10.928444,0.736922,5.91,
10.928999,33.506929,5.02,
10.933742,6.185371,5.91,
10.945289,-37.137765,4.6,
10.952183,-50.765018,5.9,
10.98715,-33.737595,5.7,
10.99112,40.430257,5.03,Chalawan
10.991925,-16.353701,5.88,
10.992438,36.0931,5.99,
10.996244,-18.298783,4.08,Alkes
10.999831,-43.80711,5.81,
11.002572,-42.225859,4.37,
11.003248,-14.083368,5.86,
11.004084,45.526276,5.47,
11.009347,3.617494,4.84,
11.012445,6.101449,4.98,
11.014009,39.212092,5.06,
11.030465,-2.484585,4.73,
11.030677,56.382427,2.34,Merak
11.038827,20.179842,4.42,
11.054133,-11.30347,5.51,
11.060164,-0.000833,5.95,
11.062155,61.751033,1.81,Dubhe
11.075343,-47.679103,5.67,
11.081721,-35.804678,5.43,
11.083619,7.336007,4.62,
11.088867,-27.293612,4.92,
11.099324,-27.287853,5.69,
11.109015,-62.424113,4.62,
11.113866,-70.87793,5.58,
11.115058,1.955525,5.52,
11.121308,-42.638681,5.15,
11.142778,-61.947175,5.11,
11.143165,-58.975037,3.93,
11.145557,-28.08067,5.43,
11.146969,24.658464,5.7,
11.155302,36.309379,5.71,
11.160699,43.207736,5.89,
11.161062,44.498487,3.0,
11.164831,-32.367529,5.79,
11.194302,-22.825847,4.46,
11.209191,-49.100996,5.37,
11.210005,-60.317625,4.59,
11.212568,-64.16977,5.22,
11.220746,-44.372216,5.77,
11.225219,-59.619318,5.74,
11.227611,-53.231813,5.75,
11.22932,-0.069502,5.4,
11.233843,8.060695,5.79,
11.235138,20.523717,2.56,Zosma
11.237335,15.42957,3.33,Chertan
11.253397,23.095502,4.56,
11.264417,13.307578,5.31,
11.277695,-3.651601,4.45,
11.278299,49.47625,5.88,
11.288167,2.010556,5.18,
11.307983,33.094306,3.49,Alula Borealis
11.315266,1.650395,5.9,
11.318864,38.185557,4.76,
11.321297,-64.582491,5.99,
11.322347,-14.778541,3.56,
11.350117,-54.491019,3.9,
11.352276,6.029322,4.05,
11.380442,43.482703,4.99,
11.385596,-56.779355,5.82,
11.386857,-36.164769,5.0,
11.389283,-64.954714,5.09,
11.389415,-18.779973,5.08,
11.398736,10.529509,4.0,
11.400646,1.407765,5.39,
11.4031,-72.256608,5.55,
11.410164,-10.859323,4.81,
11.414702,-17.68401,4.06,
11.416369,11.430292,5.8,
11.424852,-36.063062,5.21,
11.425862,-37.747575,5.87,
11.426771,16.456539,5.58,
11.428717,-63.972475,5.18,
11.43254,55.850459,5.73,
11.443174,-61.115167,5.22,
11.446467,-53.159915,5.8,
11.452644,-12.356749,5.93,
11.465622,2.856265,4.95,
11.476413,-42.674203,5.14,
11.484481,39.336974,5.3,
11.484621,61.778368,5.83,
11.494061,-24.464011,5.77,
11.494957,15.413269,5.74,
11.505248,-3.003501,4.77,
11.508065,18.409801,5.54,
11.508651,43.173242,5.94,
11.523407,69.331076,3.82,Giausar
11.529464,-59.442061,5.07,
11.530223,-59.515648,5.12,
11.53789,-29.261022,4.93,
11.538888,-66.961823,5.89,
11.539097,61.08252,5.46,
11.546538,-7.827523,5.94,
11.546693,-40.436194,5.64,
11.54837,-31.087226,5.13,
11.550038,-31.857625,3.54,
11.560337,-40.586637,5.39,
11.572764,3.060165,5.76,
11.574878,-32.83134,5.96,
11.57847,16.796915,5.95,
11.579355,-54.264091,4.62,
11.582473,-49.13649,5.5,
11.584695,54.785419,5.63,
11.58703,-47.37258,5.64,
11.596363,-63.019841,3.11,
11.598771,-47.641643,5.26,
11.600744,69.322952,5.19,
11.604987,27.781351,5.8,
11.606215,-61.052433,5.84,
11.609706,-33.570057,5.71,
11.611365,-9.802247,4.7,
11.615814,-0.823749,4.3,
11.616852,-61.283442,5.14,
11.621074,-75.896544,5.64,
11.626114,-47.747309,5.46,
11.630127,-67.620379,5.94,
11.635371,-61.826563,5.15,
11.639056,43.625429,5.56,
11.641002,8.134298,5.24,
11.644449,-13.201943,5.48,
11.658227,-65.397766,5.01,
11.670221,-34.74466,4.7,
11.678468,-53.968607,5.95,
11.679742,21.35273,5.26,
11.681568,-62.090101,4.93,
11.684171,34.201635,5.31,
11.688836,-43.095667,5.54,
11.69286,31.746058,5.73,
11.695541,-32.499404,5.2,
11.707889,66.744906,5.32,
11.724219,-37.190155,5.98,
11.725332,-62.489396,5.0,
11.746049,-18.350674,4.71,
11.754733,8.258119,4.84,
11.760141,-66.728763,3.63,
11.762216,-45.690134,5.28,
11.764322,6.529376,4.04,
11.767515,47.779406,3.69,Taiyangshou
11.775232,-61.178398,4.11,
11.775376,-40.500354,4.89,
11.782116,55.62819,5.27,
11.788654,-57.696498,5.42,
11.798584,8.245895,5.31,
11.799762,20.218931,4.5,
11.80403,-66.81491,4.75,
11.810753,14.28421,5.9,
11.812524,-26.749777,5.1,
11.817663,14.57206,2.14,Denebola
11.828077,-63.788478,4.3,
11.828258,34.931758,5.73,
11.832395,-70.22579,4.98,
11.840911,-62.649381,5.68,
11.844922,1.764718,3.59,Zavijava
11.85062,-5.333332,5.62,
11.852419,-45.17347,4.47,
11.861559,-30.834809,5.85,
11.864237,-65.20591,4.89,
11.869537,-56.987741,5.56,
11.881813,-33.908124,4.29,
11.897168,53.69476,2.41,Phecda
11.911816,-25.713887,5.26,
11.916672,-63.27918,5.89,
11.917537,8.443943,5.58,
11.927814,-28.477103,5.93,
11.927926,15.646818,5.53,
11.932892,56.59856,5.83,
11.933599,-17.150829,5.17,
11.961118,-62.448748,5.59,
11.970898,-56.31731,5.44,
11.979907,-64.33956,5.59,
11.988205,33.167004,5.95,
11.993796,-78.221839,4.88,
11.999142,3.655197,5.36,
12.012347,-10.446014,5.54,
12.014211,-19.658982,5.28,
12.014553,6.614322,4.65,
12.027635,36.042086,5.59,
12.035239,43.0456,5.22,
12.043815,-69.192288,5.89,
12.050447,-63.31293,4.32,
12.060973,-42.434056,5.15,
12.071277,21.459153,5.89,
12.072008,-63.165711,4.72,
12.077479,-68.328912,5.34,
12.079616,-76.519061,5.04,
12.082564,-60.968252,5.95,
12.086817,8.732985,4.12,
12.087451,76.905734,5.78,Tonatiuh
12.106404,-65.709453,5.95,
12.114687,-64.61373,4.14,
12.130565,-75.367019,5.17,
12.134788,-50.661278,4.46,
12.137422,-48.692487,5.34,
12.13931,-50.722425,2.58,
12.140225,-24.728875,4.02,Alchiba
12.148281,-44.325989,5.75,
12.148497,-41.231605,5.51,
12.161475,1.897889,5.95,
12.167616,5.807008,5.72,
12.168746,-22.619766,3.02,
12.184401,-23.602423,5.45,
12.194202,-52.36846,3.97,
12.19755,25.87028,5.66,
12.202581,20.542064,5.6,
12.203311,77.616241,5.14,
12.206106,-62.950773,5.91,
12.223623,-38.929188,5.77,
12.223872,10.262341,5.85,
12.234085,-45.723919,5.31,
12.249884,-20.84422,5.82,
12.252366,70.200008,5.72,
12.252427,-58.748928,2.79,Imai
12.257086,57.032617,3.32,Megrez
12.263437,-17.541929,2.58,Gienah
12.266719,14.899071,5.09,
12.268763,40.66018,5.69,
12.272372,23.945409,4.93,
12.27504,33.061527,4.99,
12.291551,53.191331,5.8,
12.291827,28.937189,5.71,
12.292917,-67.960736,4.06,
12.305812,-79.31224,4.24,
12.307298,-64.003071,4.06,
12.311199,-0.787184,5.9,
12.313901,75.160561,5.47,
12.316608,-55.143002,5.01,
12.330199,48.984148,5.28,
12.331766,-0.666803,3.89,Zaniah
12.336326,-22.1757,5.94,
12.3388,26.619482,5.52,
12.339161,3.312574,4.97,
12.34268,-22.215901,5.2,
12.345286,17.792868,4.72,
12.347461,57.864118,5.54,
12.348809,-13.565724,5.14,
12.356031,-60.401147,3.59,Ginan
12.365953,-56.374385,5.91,
12.368713,-67.522105,5.15,
12.370009,-68.307316,5.73,
12.375087,25.84616,4.78,
12.380403,-57.676132,5.38,
12.38933,-24.840669,5.66,
12.393174,-35.412677,5.32,
12.395765,-38.911381,5.79,
12.400414,51.562257,4.76,
12.405146,26.098606,5.17,
12.41756,56.777828,5.82,
12.419935,-11.61059,5.95,
12.422706,-35.186417,5.71,
12.43082,39.018616,5.01,
12.440018,27.268237,4.92,
12.442158,-51.450635,4.82,
12.443311,-63.099092,0.77,Acrux
12.447692,-32.830121,5.56,
12.448966,28.268423,4.35,
12.449805,26.825699,4.98,
12.458019,-58.991756,5.38,
