type1,classifier1,class1,type2,classifier2,class2,overlap
SourcesOfInterest,FINK_PORTAL,Solar System MPC,SourcesOfInterest,FINK_PORTAL,Solar System MPC,56291.0
AlertsOfInterest,FINK_PORTAL,Solar System MPC,AlertsOfInterest,FINK_PORTAL,Solar System MPC,56291.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FEATURES,FC-3,3358.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-3,3358.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FEATURES,FC-11,2753.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FEATURES,FC-11,2753.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FINK_PORTAL,QSO,1737.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FINK_PORTAL,QSO,1737.0
AlertsOfInterest,FINK_PORTAL,SN candidate,AlertsOfInterest,FINK_PORTAL,SN candidate,1431.0
SourcesOfInterest,FINK_PORTAL,SN candidate,SourcesOfInterest,FINK_PORTAL,SN candidate,1431.0
AlertsOfInterest,FINK_PORTAL,Solar System candidate,AlertsOfInterest,FINK_PORTAL,Solar System candidate,1260.0
SourcesOfInterest,FINK_PORTAL,Solar System candidate,SourcesOfInterest,FINK_PORTAL,Solar System candidate,1260.0
SourcesOfInterest,FINK_PORTAL,Tracklet,SourcesOfInterest,FINK_PORTAL,Tracklet,915.0
AlertsOfInterest,FINK_PORTAL,Tracklet,AlertsOfInterest,FINK_PORTAL,Tracklet,915.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FEATURES,FC-13,767.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FEATURES,FC-13,767.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FEATURES,FC-6,701.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FEATURES,FC-6,701.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FINK_PORTAL,Star,585.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FINK_PORTAL,Star,585.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FEATURES,FC-17,492.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FEATURES,FC-17,492.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FINK_PORTAL,EclBin,274.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FINK_PORTAL,EclBin,274.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-15,212.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FEATURES,FC-15,212.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FINK_PORTAL,EB*,193.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FINK_PORTAL,EB*,193.0
AlertsOfInterest,FINK_PORTAL,RRLyr,AlertsOfInterest,FINK_PORTAL,RRLyr,184.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FINK_PORTAL,RRLyr,184.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FINK_PORTAL,V*,155.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FINK_PORTAL,V*,155.0
AlertsOfInterest,FINK_PORTAL,EB*_Candidate,AlertsOfInterest,FINK_PORTAL,EB*_Candidate,141.0
SourcesOfInterest,FINK_PORTAL,EB*_Candidate,SourcesOfInterest,FINK_PORTAL,EB*_Candidate,141.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,Star,105.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,Star,105.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-3,105.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-3,105.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,83.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,83.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,QSO,81.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,QSO,81.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-13,81.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-13,81.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,QSO,78.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-6,78.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,QSO,78.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-6,78.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FINK_PORTAL,BYDraV*,68.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FINK_PORTAL,BYDraV*,68.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FINK_PORTAL,LPV*,61.0
AlertsOfInterest,FINK_PORTAL,LPV*,AlertsOfInterest,FINK_PORTAL,LPV*,61.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,Star,60.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-11,60.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,Star,60.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-11,60.0
SourcesOfInterest,FINK_PORTAL,Radio,SourcesOfInterest,FINK_PORTAL,Radio,59.0
AlertsOfInterest,FINK_PORTAL,Radio,AlertsOfInterest,FINK_PORTAL,Radio,59.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,46.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,46.0
SourcesOfInterest,FINK_PORTAL,RRLyrae,SourcesOfInterest,FINK_PORTAL,RRLyrae,45.0
AlertsOfInterest,FINK_PORTAL,RRLyrae,AlertsOfInterest,FINK_PORTAL,RRLyrae,45.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,QSO,44.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FINK_PORTAL,QSO,44.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-15,44.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-15,44.0
AlertsOfInterest,FINK_PORTAL,Variable*,AlertsOfInterest,FINK_PORTAL,Variable*,44.0
SourcesOfInterest,FINK_PORTAL,Variable*,SourcesOfInterest,FINK_PORTAL,Variable*,44.0
AlertsOfInterest,FINK_PORTAL,BYDra,AlertsOfInterest,FINK_PORTAL,BYDra,38.0
SourcesOfInterest,FINK_PORTAL,BYDra,SourcesOfInterest,FINK_PORTAL,BYDra,38.0
SourcesOfInterest,FINK_PORTAL,SB*,SourcesOfInterest,FINK_PORTAL,SB*,36.0
AlertsOfInterest,FINK_PORTAL,SB*,AlertsOfInterest,FINK_PORTAL,SB*,36.0
SourcesOfInterest,FINK_PORTAL,blue,SourcesOfInterest,FINK_PORTAL,blue,30.0
AlertsOfInterest,FINK_PORTAL,YSO_Candidate,AlertsOfInterest,FINK_PORTAL,YSO_Candidate,30.0
SourcesOfInterest,FINK_PORTAL,YSO_Candidate,SourcesOfInterest,FINK_PORTAL,YSO_Candidate,30.0
AlertsOfInterest,FINK_PORTAL,blue,AlertsOfInterest,FINK_PORTAL,blue,30.0
SourcesOfInterest,FINK_PORTAL,Blue,SourcesOfInterest,FINK_PORTAL,Blue,27.0
AlertsOfInterest,FINK_PORTAL,Blue,AlertsOfInterest,FINK_PORTAL,Blue,27.0
AlertsOfInterest,FINK_PORTAL,WD*_Candidate,AlertsOfInterest,FINK_PORTAL,WD*_Candidate,27.0
SourcesOfInterest,FINK_PORTAL,WD*_Candidate,SourcesOfInterest,FINK_PORTAL,WD*_Candidate,27.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,QSO,26.0
AlertsOfInterest,FINK_PORTAL,C*,AlertsOfInterest,FINK_PORTAL,C*,26.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-11,26.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,QSO,26.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-11,26.0
AlertsOfInterest,FINK_PORTAL,RGB*,AlertsOfInterest,FINK_PORTAL,RGB*,26.0
SourcesOfInterest,FINK_PORTAL,RGB*,SourcesOfInterest,FINK_PORTAL,RGB*,26.0
SourcesOfInterest,FINK_PORTAL,C*,SourcesOfInterest,FINK_PORTAL,C*,26.0
SourcesOfInterest,FINK_PORTAL,CataclyV*,SourcesOfInterest,FINK_PORTAL,CataclyV*,24.0
AlertsOfInterest,FINK_PORTAL,CataclyV*,AlertsOfInterest,FINK_PORTAL,CataclyV*,24.0
SourcesOfInterest,FINK_PORTAL,PulsV*,SourcesOfInterest,FINK_PORTAL,PulsV*,23.0
AlertsOfInterest,FINK_PORTAL,PulsV*,AlertsOfInterest,FINK_PORTAL,PulsV*,23.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,QSO,22.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,QSO,22.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-3,22.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-3,22.0
SourcesOfInterest,FINK_PORTAL,Seyfert_1,SourcesOfInterest,FINK_PORTAL,Seyfert_1,22.0
AlertsOfInterest,FINK_PORTAL,Seyfert_1,AlertsOfInterest,FINK_PORTAL,Seyfert_1,22.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,EclBin,20.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,QSO,20.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-6,20.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,QSO,20.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,20.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-17,20.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-17,20.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,EclBin,20.0
AlertsOfInterest,FINK_PORTAL,Solar System MPC,AlertsOfInterest,FEATURES,FC-3,20.0
SourcesOfInterest,FINK_PORTAL,Solar System MPC,SourcesOfInterest,FEATURES,FC-3,20.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-17,20.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-17,20.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-6,20.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,Solar System MPC,20.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,20.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,Solar System MPC,20.0
SourcesOfInterest,FINK_PORTAL,Seyfert_2,SourcesOfInterest,FINK_PORTAL,Seyfert_2,19.0
AlertsOfInterest,FINK_PORTAL,Seyfert_2,AlertsOfInterest,FINK_PORTAL,Seyfert_2,19.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,18.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,18.0
AlertsOfInterest,FINK_PORTAL,Solar System MPC,AlertsOfInterest,FEATURES,FC-11,17.0
SourcesOfInterest,FINK_PORTAL,Solar System MPC,SourcesOfInterest,FEATURES,FC-11,17.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,Solar System MPC,17.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,Solar System MPC,17.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-0,16.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FEATURES,FC-0,16.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,V*,15.0
SourcesOfInterest,FEATURES,FC-4,SourcesOfInterest,FEATURES,FC-4,15.0
AlertsOfInterest,FEATURES,FC-4,AlertsOfInterest,FEATURES,FC-4,15.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-13,15.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-13,15.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,V*,15.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,EclBin,14.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,Star,14.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-11,14.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-6,14.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-6,14.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,Star,14.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,14.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-11,14.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,EclBin,14.0
AlertsOfInterest,FINK_PORTAL,RSCVnV*,AlertsOfInterest,FINK_PORTAL,RSCVnV*,14.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-6,14.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-6,14.0
SourcesOfInterest,FINK_PORTAL,RSCVnV*,SourcesOfInterest,FINK_PORTAL,RSCVnV*,14.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,14.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-6,13.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,V*,13.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-6,13.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FEATURES,FC-10,13.0
AlertsOfInterest,FEATURES,FC-10,AlertsOfInterest,FEATURES,FC-10,13.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,V*,13.0
SourcesOfInterest,FINK_PORTAL,AGB*,SourcesOfInterest,FINK_PORTAL,AGB*,11.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,EclBin,11.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,Star,11.0
AlertsOfInterest,FINK_PORTAL,Ambiguous,AlertsOfInterest,FINK_PORTAL,Ambiguous,11.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,Star,11.0
AlertsOfInterest,FINK_PORTAL,AGB*,AlertsOfInterest,FINK_PORTAL,AGB*,11.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-17,11.0
SourcesOfInterest,FINK_PORTAL,Ambiguous,SourcesOfInterest,FINK_PORTAL,Ambiguous,11.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,EclBin,11.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-17,11.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-13,11.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-13,11.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,EB*,10.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-6,10.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,Variable*,10.0
AlertsOfInterest,FINK_PORTAL,YSO,AlertsOfInterest,FINK_PORTAL,YSO,10.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,EB*,10.0
SourcesOfInterest,FINK_PORTAL,YSO,SourcesOfInterest,FINK_PORTAL,YSO,10.0
SourcesOfInterest,FINK_PORTAL,Variable*,SourcesOfInterest,FEATURES,FC-13,10.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-6,10.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,Variable*,10.0
AlertsOfInterest,FINK_PORTAL,Variable*,AlertsOfInterest,FEATURES,FC-13,10.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,9.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FEATURES,FC-6,9.0
AlertsOfInterest,FINK_PORTAL,BLLac,AlertsOfInterest,FINK_PORTAL,BLLac,9.0
SourcesOfInterest,FINK_PORTAL,BLLac,SourcesOfInterest,FINK_PORTAL,BLLac,9.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-6,9.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,9.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,EclBin,8.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,EB*,8.0
AlertsOfInterest,FINK_PORTAL,Em*,AlertsOfInterest,FINK_PORTAL,Em*,8.0
SourcesOfInterest,FINK_PORTAL,Em*,SourcesOfInterest,FINK_PORTAL,Em*,8.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-17,8.0
SourcesOfInterest,FINK_PORTAL,PM*,SourcesOfInterest,FINK_PORTAL,PM*,8.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-0,8.0
SourcesOfInterest,FINK_PORTAL,Seyfert2,SourcesOfInterest,FINK_PORTAL,Seyfert2,8.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FINK_PORTAL,EclBin,8.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,EB*,8.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-17,8.0
AlertsOfInterest,FINK_PORTAL,PM*,AlertsOfInterest,FINK_PORTAL,PM*,8.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-0,8.0
AlertsOfInterest,FINK_PORTAL,Seyfert2,AlertsOfInterest,FINK_PORTAL,Seyfert2,8.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,BYDra,7.0
AlertsOfInterest,FINK_PORTAL,Variable*,AlertsOfInterest,FEATURES,FC-6,7.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,Variable*,7.0
SourcesOfInterest,FINK_PORTAL,BYDra,SourcesOfInterest,FEATURES,FC-13,7.0
SourcesOfInterest,FINK_PORTAL,Variable*,SourcesOfInterest,FEATURES,FC-6,7.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,Variable*,7.0
AlertsOfInterest,FINK_PORTAL,Microlensing candidate,AlertsOfInterest,FINK_PORTAL,Microlensing candidate,7.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,BYDra,7.0
SourcesOfInterest,FINK_PORTAL,Microlensing candidate,SourcesOfInterest,FINK_PORTAL,Microlensing candidate,7.0
SourcesOfInterest,FINK_PORTAL,RotV*,SourcesOfInterest,FINK_PORTAL,RotV*,7.0
AlertsOfInterest,FINK_PORTAL,BYDra,AlertsOfInterest,FEATURES,FC-13,7.0
AlertsOfInterest,FINK_PORTAL,RotV*,AlertsOfInterest,FINK_PORTAL,RotV*,7.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,EclBin,6.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,EB*,6.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-11,6.0
SourcesOfInterest,FINK_PORTAL,LINER,SourcesOfInterest,FINK_PORTAL,LINER,6.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,SB*,6.0
SourcesOfInterest,FINK_PORTAL,EmG,SourcesOfInterest,FINK_PORTAL,EmG,6.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-11,6.0
AlertsOfInterest,FINK_PORTAL,EmG,AlertsOfInterest,FINK_PORTAL,EmG,6.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,SB*,6.0
AlertsOfInterest,FINK_PORTAL,Seyfert1,AlertsOfInterest,FINK_PORTAL,Seyfert1,6.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,EclBin,6.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-3,6.0
AlertsOfInterest,FINK_PORTAL,SB*,AlertsOfInterest,FEATURES,FC-3,6.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,EB*,6.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-3,6.0
SourcesOfInterest,FINK_PORTAL,SB*,SourcesOfInterest,FEATURES,FC-3,6.0
AlertsOfInterest,FINK_PORTAL,LINER,AlertsOfInterest,FINK_PORTAL,LINER,6.0
SourcesOfInterest,FINK_PORTAL,Seyfert1,SourcesOfInterest,FINK_PORTAL,Seyfert1,6.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,EB*,5.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FEATURES,FC-11,5.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,AlertsOfInterest,FEATURES,FC-6,5.0
AlertsOfInterest,FINK_PORTAL,RotV*alf2CVn,AlertsOfInterest,FINK_PORTAL,RotV*alf2CVn,5.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,BYDraV*,5.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,BYDraV*,5.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FEATURES,FC-11,5.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-17,5.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,V*,5.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,BYDraV*,5.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,BYDraV*,5.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,RGB*,5.0
SourcesOfInterest,FINK_PORTAL,Early SN Ia candidate,SourcesOfInterest,FINK_PORTAL,Early SN Ia candidate,5.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,5.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,RGB*,5.0
SourcesOfInterest,FINK_PORTAL,RotV*alf2CVn,SourcesOfInterest,FINK_PORTAL,RotV*alf2CVn,5.0
AlertsOfInterest,FINK_PORTAL,RGB*,AlertsOfInterest,FEATURES,FC-3,5.0
AlertsOfInterest,FINK_PORTAL,HB*,AlertsOfInterest,FINK_PORTAL,HB*,5.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,EB*,5.0
SourcesOfInterest,FINK_PORTAL,RGB*,SourcesOfInterest,FEATURES,FC-3,5.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-17,5.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,5.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FEATURES,FC-13,5.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-13,5.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FEATURES,FC-6,5.0
AlertsOfInterest,FINK_PORTAL,Early SN Ia candidate,AlertsOfInterest,FINK_PORTAL,Early SN Ia candidate,5.0
SourcesOfInterest,FINK_PORTAL,HB*,SourcesOfInterest,FINK_PORTAL,HB*,5.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FEATURES,FC-13,5.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-13,5.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,V*,5.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,EclBin,4.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-5,4.0
SourcesOfInterest,FINK_PORTAL,GinCl,SourcesOfInterest,FINK_PORTAL,GinCl,4.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,Star,4.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FEATURES,FC-6,4.0
AlertsOfInterest,FINK_PORTAL,LPV*,AlertsOfInterest,FEATURES,FC-6,4.0
AlertsOfInterest,FINK_PORTAL,RSCVnV*,AlertsOfInterest,FEATURES,FC-6,4.0
AlertsOfInterest,FINK_PORTAL,HMXB,AlertsOfInterest,FINK_PORTAL,HMXB,4.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,RRLyr,4.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,Star,4.0
AlertsOfInterest,FINK_PORTAL,delSctV*,AlertsOfInterest,FINK_PORTAL,delSctV*,4.0
SourcesOfInterest,FINK_PORTAL,RSCVn,SourcesOfInterest,FINK_PORTAL,RSCVn,4.0
AlertsOfInterest,FEATURES,FC-5,AlertsOfInterest,FEATURES,FC-5,4.0
AlertsOfInterest,FINK_PORTAL,RSCVn,AlertsOfInterest,FINK_PORTAL,RSCVn,4.0
SourcesOfInterest,FINK_PORTAL,BClG,SourcesOfInterest,FINK_PORTAL,BClG,4.0
